From;To;Type;Through;Data;Comment
579;3234;impassable;0;0;
580;3234;impassable;0;0;
581;3234;impassable;0;0;
582;3234;impassable;0;0;
583;3234;impassable;0;0;
584;3234;impassable;0;0;
585;3234;impassable;0;0;
586;3234;impassable;0;0;
587;3234;impassable;0;0;
588;3234;impassable;0;0;
589;3234;impassable;0;0;
590;3234;impassable;0;0;
591;3234;impassable;0;0;
592;3234;impassable;0;0;
593;3234;impassable;0;0;
594;3234;impassable;0;0;
595;3234;impassable;0;0;
596;3234;impassable;0;0;
597;3234;impassable;0;0;
598;3234;impassable;0;0;
599;3234;impassable;0;0;
600;3234;impassable;0;0;
601;3234;impassable;0;0;
602;3234;impassable;0;0;
603;3234;impassable;0;0;
604;3234;impassable;0;0;
605;3234;impassable;0;0;
606;3234;impassable;0;0;
607;3234;impassable;0;0;
608;3234;impassable;0;0;
609;3234;impassable;0;0;
610;3234;impassable;0;0;
611;3234;impassable;0;0;
612;3234;impassable;0;0;
613;3234;impassable;0;0;
614;3234;impassable;0;0;
615;3234;impassable;0;0;
616;3234;impassable;0;0;
617;3234;impassable;0;0;
618;3234;impassable;0;0;
619;3234;impassable;0;0;
620;3234;impassable;0;0;
621;3234;impassable;0;0;
622;3234;impassable;0;0;
623;3234;impassable;0;0;
624;3234;impassable;0;0;
625;3234;impassable;0;0;
626;3234;impassable;0;0;
627;3234;impassable;0;0;
628;3234;impassable;0;0;
629;3234;impassable;0;0;
630;3234;impassable;0;0;
631;3234;impassable;0;0;
632;3234;impassable;0;0;
633;3234;impassable;0;0;
634;3234;impassable;0;0;
635;3234;impassable;0;0;
636;3234;impassable;0;0;
637;3234;impassable;0;0;
638;3234;impassable;0;0;
639;3234;impassable;0;0;
640;3234;impassable;0;0;
641;3234;impassable;0;0;
642;3234;impassable;0;0;
643;3234;impassable;0;0;
644;3234;impassable;0;0;
645;3234;impassable;0;0;
646;3234;impassable;0;0;
647;3234;impassable;0;0;
648;3234;impassable;0;0;
649;3234;impassable;0;0;
650;3234;impassable;0;0;
651;3234;impassable;0;0;
652;3234;impassable;0;0;
653;3234;impassable;0;0;
654;3234;impassable;0;0;
655;3234;impassable;0;0;
656;3234;impassable;0;0;
657;3234;impassable;0;0;
658;3234;impassable;0;0;
659;3234;impassable;0;0;
660;3234;impassable;0;0;
661;3234;impassable;0;0;
662;3234;impassable;0;0;
663;3234;impassable;0;0;
664;3234;impassable;0;0;
665;3234;impassable;0;0;
666;3234;impassable;0;0;
667;3234;impassable;0;0;
668;3234;impassable;0;0;
669;3234;impassable;0;0;
670;3234;impassable;0;0;
671;3234;impassable;0;0;
672;3234;impassable;0;0;
673;3234;impassable;0;0;
674;3234;impassable;0;0;
675;3234;impassable;0;0;
676;3234;impassable;0;0;
677;3234;impassable;0;0;
678;3234;impassable;0;0;
679;3234;impassable;0;0;
680;3234;impassable;0;0;
681;3234;impassable;0;0;
682;3234;impassable;0;0;
683;3234;impassable;0;0;
684;3234;impassable;0;0;
685;3234;impassable;0;0;
686;3234;impassable;0;0;
687;3234;impassable;0;0;
688;3234;impassable;0;0;
689;3234;impassable;0;0;
690;3234;impassable;0;0;
691;3234;impassable;0;0;
692;3234;impassable;0;0;
693;3234;impassable;0;0;
694;3234;impassable;0;0;
695;3234;impassable;0;0;
696;3234;impassable;0;0;
697;3234;impassable;0;0;
698;3234;impassable;0;0;
699;3234;impassable;0;0;
700;3234;impassable;0;0;
701;3234;impassable;0;0;
702;3234;impassable;0;0;
703;3234;impassable;0;0;
704;3234;impassable;0;0;
705;3234;impassable;0;0;
706;3234;impassable;0;0;
707;3234;impassable;0;0;
708;3234;impassable;0;0;
709;3234;impassable;0;0;
710;3234;impassable;0;0;
711;3234;impassable;0;0;
712;3234;impassable;0;0;
713;3234;impassable;0;0;
714;3234;impassable;0;0;
715;3234;impassable;0;0;
716;3234;impassable;0;0;
717;3234;impassable;0;0;
718;3234;impassable;0;0;
719;3234;impassable;0;0;
720;3234;impassable;0;0;
721;3234;impassable;0;0;
722;3234;impassable;0;0;
723;3234;impassable;0;0;
724;3234;impassable;0;0;
725;3234;impassable;0;0;
726;3234;impassable;0;0;
727;3234;impassable;0;0;
728;3234;impassable;0;0;
729;3234;impassable;0;0;
730;3234;impassable;0;0;
731;3234;impassable;0;0;
732;3234;impassable;0;0;
733;3234;impassable;0;0;
734;3234;impassable;0;0;
735;3234;impassable;0;0;
736;3234;impassable;0;0;
737;3234;impassable;0;0;
738;3234;impassable;0;0;
739;3234;impassable;0;0;
740;3234;impassable;0;0;
741;3234;impassable;0;0;
742;3234;impassable;0;0;
743;3234;impassable;0;0;
744;3234;impassable;0;0;
745;3234;impassable;0;0;
746;3234;impassable;0;0;
747;3234;impassable;0;0;
748;3234;impassable;0;0;
749;3234;impassable;0;0;
750;3234;impassable;0;0;
751;3234;impassable;0;0;
752;3234;impassable;0;0;
753;3234;impassable;0;0;
754;3234;impassable;0;0;
755;3234;impassable;0;0;
756;3234;impassable;0;0;
757;3234;impassable;0;0;
758;3234;impassable;0;0;
759;3234;impassable;0;0;
760;3234;impassable;0;0;
761;3234;impassable;0;0;
762;3234;impassable;0;0;
763;3234;impassable;0;0;
764;3234;impassable;0;0;
765;3234;impassable;0;0;
766;3234;impassable;0;0;
767;3234;impassable;0;0;
768;3234;impassable;0;0;
769;3234;impassable;0;0;
770;3234;impassable;0;0;
771;3234;impassable;0;0;
772;3234;impassable;0;0;
773;3234;impassable;0;0;
774;3234;impassable;0;0;
775;3234;impassable;0;0;
776;3234;impassable;0;0;
777;3234;impassable;0;0;
778;3234;impassable;0;0;
779;3234;impassable;0;0;
780;3234;impassable;0;0;
781;3234;impassable;0;0;
782;3234;impassable;0;0;
783;3234;impassable;0;0;
784;3234;impassable;0;0;
785;3234;impassable;0;0;
786;3234;impassable;0;0;
787;3234;impassable;0;0;
788;3234;impassable;0;0;
789;3234;impassable;0;0;
790;3234;impassable;0;0;
791;3234;impassable;0;0;
792;3234;impassable;0;0;
793;3234;impassable;0;0;
794;3234;impassable;0;0;
795;3234;impassable;0;0;
796;3234;impassable;0;0;
797;3234;impassable;0;0;
798;3234;impassable;0;0;
799;3234;impassable;0;0;
800;3234;impassable;0;0;
801;3234;impassable;0;0;
802;3234;impassable;0;0;
803;3234;impassable;0;0;
804;3234;impassable;0;0;
805;3234;impassable;0;0;
806;3234;impassable;0;0;
807;3234;impassable;0;0;
808;3234;impassable;0;0;
809;3234;impassable;0;0;
810;3234;impassable;0;0;
811;3234;impassable;0;0;
812;3234;impassable;0;0;
813;3234;impassable;0;0;
814;3234;impassable;0;0;
815;3234;impassable;0;0;
816;3234;impassable;0;0;
817;3234;impassable;0;0;
818;3234;impassable;0;0;
819;3234;impassable;0;0;
820;3234;impassable;0;0;
821;3234;impassable;0;0;
822;3234;impassable;0;0;
823;3234;impassable;0;0;
824;3234;impassable;0;0;
825;3234;impassable;0;0;
826;3234;impassable;0;0;
827;3234;impassable;0;0;
828;3234;impassable;0;0;
829;3234;impassable;0;0;
830;3234;impassable;0;0;
831;3234;impassable;0;0;
832;3234;impassable;0;0;
833;3234;impassable;0;0;
834;3234;impassable;0;0;
835;3234;impassable;0;0;
836;3234;impassable;0;0;
837;3234;impassable;0;0;
838;3234;impassable;0;0;
839;3234;impassable;0;0;
840;3234;impassable;0;0;
841;3234;impassable;0;0;
842;3234;impassable;0;0;
843;3234;impassable;0;0;
844;3234;impassable;0;0;
845;3234;impassable;0;0;
846;3234;impassable;0;0;
847;3234;impassable;0;0;
848;3234;impassable;0;0;
849;3234;impassable;0;0;
850;3234;impassable;0;0;
851;3234;impassable;0;0;
852;3234;impassable;0;0;
853;3234;impassable;0;0;
854;3234;impassable;0;0;
855;3234;impassable;0;0;
856;3234;impassable;0;0;
857;3234;impassable;0;0;
858;3234;impassable;0;0;
859;3234;impassable;0;0;
860;3234;impassable;0;0;
861;3234;impassable;0;0;
862;3234;impassable;0;0;
863;3234;impassable;0;0;
864;3234;impassable;0;0;
865;3234;impassable;0;0;
866;3234;impassable;0;0;
867;3234;impassable;0;0;
868;3234;impassable;0;0;
869;3234;impassable;0;0;
870;3234;impassable;0;0;
871;3234;impassable;0;0;
872;3234;impassable;0;0;
873;3234;impassable;0;0;
874;3234;impassable;0;0;
875;3234;impassable;0;0;
876;3234;impassable;0;0;
877;3234;impassable;0;0;
878;3234;impassable;0;0;
879;3234;impassable;0;0;
880;3234;impassable;0;0;
881;3234;impassable;0;0;
882;3234;impassable;0;0;
883;3234;impassable;0;0;
884;3234;impassable;0;0;
885;3234;impassable;0;0;
886;3234;impassable;0;0;
887;3234;impassable;0;0;
888;3234;impassable;0;0;
889;3234;impassable;0;0;
890;3234;impassable;0;0;
891;3234;impassable;0;0;
892;3234;impassable;0;0;
893;3234;impassable;0;0;
894;3234;impassable;0;0;
895;3234;impassable;0;0;
896;3234;impassable;0;0;
897;3234;impassable;0;0;
898;3234;impassable;0;0;
899;3234;impassable;0;0;
900;3234;impassable;0;0;
901;3234;impassable;0;0;
902;3234;impassable;0;0;
903;3234;impassable;0;0;
904;3234;impassable;0;0;
905;3234;impassable;0;0;
906;3234;impassable;0;0;
907;3234;impassable;0;0;
908;3234;impassable;0;0;
909;3234;impassable;0;0;
910;3234;impassable;0;0;
911;3234;impassable;0;0;
912;3234;impassable;0;0;
913;3234;impassable;0;0;
914;3234;impassable;0;0;
915;3234;impassable;0;0;
916;3234;impassable;0;0;
917;3234;impassable;0;0;
918;3234;impassable;0;0;
919;3234;impassable;0;0;
920;3234;impassable;0;0;
921;3234;impassable;0;0;
922;3234;impassable;0;0;
923;3234;impassable;0;0;
924;3234;impassable;0;0;
925;3234;impassable;0;0;
926;3234;impassable;0;0;
927;3234;impassable;0;0;
928;3234;impassable;0;0;
929;3234;impassable;0;0;
930;3234;impassable;0;0;
931;3234;impassable;0;0;
932;3234;impassable;0;0;
933;3234;impassable;0;0;
934;3234;impassable;0;0;
935;3234;impassable;0;0;
936;3234;impassable;0;0;
937;3234;impassable;0;0;
938;3234;impassable;0;0;
939;3234;impassable;0;0;
940;3234;impassable;0;0;
941;3234;impassable;0;0;
942;3234;impassable;0;0;
943;3234;impassable;0;0;
944;3234;impassable;0;0;
945;3234;impassable;0;0;
946;3234;impassable;0;0;
947;3234;impassable;0;0;
948;3234;impassable;0;0;
949;3234;impassable;0;0;
950;3234;impassable;0;0;
951;3234;impassable;0;0;
952;3234;impassable;0;0;
953;3234;impassable;0;0;
954;3234;impassable;0;0;
955;3234;impassable;0;0;
956;3234;impassable;0;0;
957;3234;impassable;0;0;
958;3234;impassable;0;0;
959;3234;impassable;0;0;
960;3234;impassable;0;0;
961;3234;impassable;0;0;
962;3234;impassable;0;0;
963;3234;impassable;0;0;
964;3234;impassable;0;0;
965;3234;impassable;0;0;
966;3234;impassable;0;0;
967;3234;impassable;0;0;
968;3234;impassable;0;0;
969;3234;impassable;0;0;
970;3234;impassable;0;0;
971;3234;impassable;0;0;
972;3234;impassable;0;0;
973;3234;impassable;0;0;
974;3234;impassable;0;0;
975;3234;impassable;0;0;
976;3234;impassable;0;0;
977;3234;impassable;0;0;
978;3234;impassable;0;0;
979;3234;impassable;0;0;
980;3234;impassable;0;0;
981;3234;impassable;0;0;
982;3234;impassable;0;0;
983;3234;impassable;0;0;
984;3234;impassable;0;0;
985;3234;impassable;0;0;
986;3234;impassable;0;0;
987;3234;impassable;0;0;
988;3234;impassable;0;0;
989;3234;impassable;0;0;
990;3234;impassable;0;0;
991;3234;impassable;0;0;
992;3234;impassable;0;0;
993;3234;impassable;0;0;
994;3234;impassable;0;0;
995;3234;impassable;0;0;
996;3234;impassable;0;0;
997;3234;impassable;0;0;
998;3234;impassable;0;0;
999;3234;impassable;0;0;
1000;3234;impassable;0;0;
1001;3234;impassable;0;0;
1002;3234;impassable;0;0;
1003;3234;impassable;0;0;
1004;3234;impassable;0;0;
1005;3234;impassable;0;0;
1006;3234;impassable;0;0;
1007;3234;impassable;0;0;
1008;3234;impassable;0;0;
1009;3234;impassable;0;0;
1010;3234;impassable;0;0;
1011;3234;impassable;0;0;
1012;3234;impassable;0;0;
1013;3234;impassable;0;0;
1014;3234;impassable;0;0;
1015;3234;impassable;0;0;
1016;3234;impassable;0;0;
1017;3234;impassable;0;0;
1018;3234;impassable;0;0;
1019;3234;impassable;0;0;
1020;3234;impassable;0;0;
1021;3234;impassable;0;0;
1022;3234;impassable;0;0;
1023;3234;impassable;0;0;
1024;3234;impassable;0;0;
1025;3234;impassable;0;0;
1026;3234;impassable;0;0;
1027;3234;impassable;0;0;
1028;3234;impassable;0;0;
1029;3234;impassable;0;0;
1030;3234;impassable;0;0;
1031;3234;impassable;0;0;
1032;3234;impassable;0;0;
1033;3234;impassable;0;0;
1034;3234;impassable;0;0;
1035;3234;impassable;0;0;
1036;3234;impassable;0;0;
1037;3234;impassable;0;0;
1038;3234;impassable;0;0;
1039;3234;impassable;0;0;
1040;3234;impassable;0;0;
1041;3234;impassable;0;0;
1042;3234;impassable;0;0;
1043;3234;impassable;0;0;
1044;3234;impassable;0;0;
1045;3234;impassable;0;0;
1046;3234;impassable;0;0;
1047;3234;impassable;0;0;
1048;3234;impassable;0;0;
1049;3234;impassable;0;0;
1050;3234;impassable;0;0;
1051;3234;impassable;0;0;
1052;3234;impassable;0;0;
1053;3234;impassable;0;0;
1054;3234;impassable;0;0;
1055;3234;impassable;0;0;
1056;3234;impassable;0;0;
1057;3234;impassable;0;0;
1058;3234;impassable;0;0;
1059;3234;impassable;0;0;
1060;3234;impassable;0;0;
1061;3234;impassable;0;0;
1062;3234;impassable;0;0;
1063;3234;impassable;0;0;
1064;3234;impassable;0;0;
1065;3234;impassable;0;0;
1066;3234;impassable;0;0;
1067;3234;impassable;0;0;
1068;3234;impassable;0;0;
1069;3234;impassable;0;0;
1070;3234;impassable;0;0;
1071;3234;impassable;0;0;
1072;3234;impassable;0;0;
1073;3234;impassable;0;0;
1074;3234;impassable;0;0;
1075;3234;impassable;0;0;
1076;3234;impassable;0;0;
1077;3234;impassable;0;0;
1078;3234;impassable;0;0;
1079;3234;impassable;0;0;
1080;3234;impassable;0;0;
1081;3234;impassable;0;0;
1082;3234;impassable;0;0;
1083;3234;impassable;0;0;
1084;3234;impassable;0;0;
1085;3234;impassable;0;0;
1086;3234;impassable;0;0;
1087;3234;impassable;0;0;
1088;3234;impassable;0;0;
1089;3234;impassable;0;0;
1090;3234;impassable;0;0;
1091;3234;impassable;0;0;
1092;3234;impassable;0;0;
1093;3234;impassable;0;0;
1094;3234;impassable;0;0;
1095;3234;impassable;0;0;
1096;3234;impassable;0;0;
1097;3234;impassable;0;0;
1098;3234;impassable;0;0;
1099;3234;impassable;0;0;
1100;3234;impassable;0;0;
1101;3234;impassable;0;0;
1102;3234;impassable;0;0;
1103;3234;impassable;0;0;
1104;3234;impassable;0;0;
1105;3234;impassable;0;0;
1106;3234;impassable;0;0;
1107;3234;impassable;0;0;
1108;3234;impassable;0;0;
1109;3234;impassable;0;0;
1110;3234;impassable;0;0;
1111;3234;impassable;0;0;
1112;3234;impassable;0;0;
1113;3234;impassable;0;0;
1114;3234;impassable;0;0;
1115;3234;impassable;0;0;
1116;3234;impassable;0;0;
1117;3234;impassable;0;0;
1118;3234;impassable;0;0;
1119;3234;impassable;0;0;
1120;3234;impassable;0;0;
1121;3234;impassable;0;0;
1122;3234;impassable;0;0;
1123;3234;impassable;0;0;
1124;3234;impassable;0;0;
1125;3234;impassable;0;0;
1126;3234;impassable;0;0;
1127;3234;impassable;0;0;
1128;3234;impassable;0;0;
1129;3234;impassable;0;0;
1130;3234;impassable;0;0;
1131;3234;impassable;0;0;
1132;3234;impassable;0;0;
1133;3234;impassable;0;0;
1134;3234;impassable;0;0;
1135;3234;impassable;0;0;
1136;3234;impassable;0;0;
1137;3234;impassable;0;0;
1138;3234;impassable;0;0;
1139;3234;impassable;0;0;
1140;3234;impassable;0;0;
1141;3234;impassable;0;0;
1142;3234;impassable;0;0;
1143;3234;impassable;0;0;
1144;3234;impassable;0;0;
1145;3234;impassable;0;0;
1146;3234;impassable;0;0;
1147;3234;impassable;0;0;
1148;3234;impassable;0;0;
1149;3234;impassable;0;0;
1150;3234;impassable;0;0;
1151;3234;impassable;0;0;
1152;3234;impassable;0;0;
1153;3234;impassable;0;0;
1154;3234;impassable;0;0;
1155;3234;impassable;0;0;
1156;3234;impassable;0;0;
1157;3234;impassable;0;0;
1158;3234;impassable;0;0;
1159;3234;impassable;0;0;
1160;3234;impassable;0;0;
1161;3234;impassable;0;0;
1162;3234;impassable;0;0;
1163;3234;impassable;0;0;
1164;3234;impassable;0;0;
1165;3234;impassable;0;0;
1166;3234;impassable;0;0;
1167;3234;impassable;0;0;
1168;3234;impassable;0;0;
1169;3234;impassable;0;0;
1170;3234;impassable;0;0;
1171;3234;impassable;0;0;
1172;3234;impassable;0;0;
1173;3234;impassable;0;0;
1174;3234;impassable;0;0;
1175;3234;impassable;0;0;
1176;3234;impassable;0;0;
1177;3234;impassable;0;0;
1178;3234;impassable;0;0;
1179;3234;impassable;0;0;
1180;3234;impassable;0;0;
1181;3234;impassable;0;0;
1182;3234;impassable;0;0;
1183;3234;impassable;0;0;
1184;3234;impassable;0;0;
1185;3234;impassable;0;0;
1186;3234;impassable;0;0;
1187;3234;impassable;0;0;
1188;3234;impassable;0;0;
1189;3234;impassable;0;0;
1190;3234;impassable;0;0;
1191;3234;impassable;0;0;
1192;3234;impassable;0;0;
1193;3234;impassable;0;0;
1194;3234;impassable;0;0;
1195;3234;impassable;0;0;
1196;3234;impassable;0;0;
1197;3234;impassable;0;0;
1198;3234;impassable;0;0;
1199;3234;impassable;0;0;
1200;3234;impassable;0;0;
1201;3234;impassable;0;0;
1202;3234;impassable;0;0;
1203;3234;impassable;0;0;
1204;3234;impassable;0;0;
1205;3234;impassable;0;0;
1206;3234;impassable;0;0;
1207;3234;impassable;0;0;
1208;3234;impassable;0;0;
1209;3234;impassable;0;0;
1210;3234;impassable;0;0;
1211;3234;impassable;0;0;
1212;3234;impassable;0;0;
1213;3234;impassable;0;0;
1214;3234;impassable;0;0;
1215;3234;impassable;0;0;
1216;3234;impassable;0;0;
1217;3234;impassable;0;0;
1218;3234;impassable;0;0;
1219;3234;impassable;0;0;
1220;3234;impassable;0;0;
1221;3234;impassable;0;0;
1222;3234;impassable;0;0;
1223;3234;impassable;0;0;
1224;3234;impassable;0;0;
1225;3234;impassable;0;0;
1226;3234;impassable;0;0;
1227;3234;impassable;0;0;
1228;3234;impassable;0;0;
1229;3234;impassable;0;0;
1230;3234;impassable;0;0;
1231;3234;impassable;0;0;
1232;3234;impassable;0;0;
1233;3234;impassable;0;0;
1234;3234;impassable;0;0;
1235;3234;impassable;0;0;
1236;3234;impassable;0;0;
1237;3234;impassable;0;0;
1238;3234;impassable;0;0;
1239;3234;impassable;0;0;
1240;3234;impassable;0;0;
1241;3234;impassable;0;0;
1242;3234;impassable;0;0;
1243;3234;impassable;0;0;
1244;3234;impassable;0;0;
1245;3234;impassable;0;0;
1246;3234;impassable;0;0;
1247;3234;impassable;0;0;
1248;3234;impassable;0;0;
1249;3234;impassable;0;0;
1250;3234;impassable;0;0;
1251;3234;impassable;0;0;
1252;3234;impassable;0;0;
1253;3234;impassable;0;0;
1254;3234;impassable;0;0;
1255;3234;impassable;0;0;
1256;3234;impassable;0;0;
1257;3234;impassable;0;0;
1258;3234;impassable;0;0;
1259;3234;impassable;0;0;
1260;3234;impassable;0;0;
1261;3234;impassable;0;0;
1262;3234;impassable;0;0;
1263;3234;impassable;0;0;
1264;3234;impassable;0;0;
1265;3234;impassable;0;0;
1266;3234;impassable;0;0;
1267;3234;impassable;0;0;
1268;3234;impassable;0;0;
1269;3234;impassable;0;0;
1270;3234;impassable;0;0;
1271;3234;impassable;0;0;
1272;3234;impassable;0;0;
1273;3234;impassable;0;0;
1274;3234;impassable;0;0;
1275;3234;impassable;0;0;
1276;3234;impassable;0;0;
1277;3234;impassable;0;0;
1278;3234;impassable;0;0;
1279;3234;impassable;0;0;
1280;3234;impassable;0;0;
1281;3234;impassable;0;0;
1282;3234;impassable;0;0;
1283;3234;impassable;0;0;
1284;3234;impassable;0;0;
1285;3234;impassable;0;0;
1286;3234;impassable;0;0;
1287;3234;impassable;0;0;
1288;3234;impassable;0;0;
1289;3234;impassable;0;0;
1290;3234;impassable;0;0;
1291;3234;impassable;0;0;
1292;3234;impassable;0;0;
1293;3234;impassable;0;0;
1294;3234;impassable;0;0;
1295;3234;impassable;0;0;
1296;3234;impassable;0;0;
1297;3234;impassable;0;0;
1298;3234;impassable;0;0;
1299;3234;impassable;0;0;
1300;3234;impassable;0;0;
1301;3234;impassable;0;0;
1302;3234;impassable;0;0;
1303;3234;impassable;0;0;
1304;3234;impassable;0;0;
1305;3234;impassable;0;0;
1306;3234;impassable;0;0;
1307;3234;impassable;0;0;
1308;3234;impassable;0;0;
1309;3234;impassable;0;0;
1310;3234;impassable;0;0;
1311;3234;impassable;0;0;
1312;3234;impassable;0;0;
1313;3234;impassable;0;0;
1314;3234;impassable;0;0;
1315;3234;impassable;0;0;
1316;3234;impassable;0;0;
1317;3234;impassable;0;0;
1318;3234;impassable;0;0;
1319;3234;impassable;0;0;
1320;3234;impassable;0;0;
1321;3234;impassable;0;0;
1322;3234;impassable;0;0;
1323;3234;impassable;0;0;
1324;3234;impassable;0;0;
1325;3234;impassable;0;0;
1326;3234;impassable;0;0;
1327;3234;impassable;0;0;
1328;3234;impassable;0;0;
1329;3234;impassable;0;0;
1330;3234;impassable;0;0;
1331;3234;impassable;0;0;
1332;3234;impassable;0;0;
1333;3234;impassable;0;0;
1334;3234;impassable;0;0;
1335;3234;impassable;0;0;
1336;3234;impassable;0;0;
1337;3234;impassable;0;0;
1338;3234;impassable;0;0;
1339;3234;impassable;0;0;
1340;3234;impassable;0;0;
1341;3234;impassable;0;0;
1342;3234;impassable;0;0;
1343;3234;impassable;0;0;
1344;3234;impassable;0;0;
1345;3234;impassable;0;0;
1346;3234;impassable;0;0;
1347;3234;impassable;0;0;
1348;3234;impassable;0;0;
1349;3234;impassable;0;0;
1350;3234;impassable;0;0;
1351;3234;impassable;0;0;
1352;3234;impassable;0;0;
1353;3234;impassable;0;0;
1354;3234;impassable;0;0;
1355;3234;impassable;0;0;
1356;3234;impassable;0;0;
1357;3234;impassable;0;0;
1358;3234;impassable;0;0;
1359;3234;impassable;0;0;
1360;3234;impassable;0;0;
1361;3234;impassable;0;0;
1362;3234;impassable;0;0;
1363;3234;impassable;0;0;
1364;3234;impassable;0;0;
1365;3234;impassable;0;0;
1366;3234;impassable;0;0;
1367;3234;impassable;0;0;
1368;3234;impassable;0;0;
1369;3234;impassable;0;0;
1370;3234;impassable;0;0;
1371;3234;impassable;0;0;
1372;3234;impassable;0;0;
1373;3234;impassable;0;0;
1374;3234;impassable;0;0;
1375;3234;impassable;0;0;
1376;3234;impassable;0;0;
1377;3234;impassable;0;0;
1378;3234;impassable;0;0;
1379;3234;impassable;0;0;
1380;3234;impassable;0;0;
1381;3234;impassable;0;0;
1382;3234;impassable;0;0;
1383;3234;impassable;0;0;
1384;3234;impassable;0;0;
1385;3234;impassable;0;0;
1386;3234;impassable;0;0;
1387;3234;impassable;0;0;
1388;3234;impassable;0;0;
1389;3234;impassable;0;0;
1390;3234;impassable;0;0;
1391;3234;impassable;0;0;
1392;3234;impassable;0;0;
1393;3234;impassable;0;0;
1394;3234;impassable;0;0;
1395;3234;impassable;0;0;
1396;3234;impassable;0;0;
1397;3234;impassable;0;0;
1398;3234;impassable;0;0;
1399;3234;impassable;0;0;
1400;3234;impassable;0;0;
1401;3234;impassable;0;0;
1402;3234;impassable;0;0;
1403;3234;impassable;0;0;
1404;3234;impassable;0;0;
1405;3234;impassable;0;0;
1406;3234;impassable;0;0;
1407;3234;impassable;0;0;
1408;3234;impassable;0;0;
1409;3234;impassable;0;0;
1410;3234;impassable;0;0;
1411;3234;impassable;0;0;
1412;3234;impassable;0;0;
1413;3234;impassable;0;0;
1414;3234;impassable;0;0;
1415;3234;impassable;0;0;
1416;3234;impassable;0;0;
1417;3234;impassable;0;0;
1418;3234;impassable;0;0;
1419;3234;impassable;0;0;
1420;3234;impassable;0;0;
1421;3234;impassable;0;0;
1422;3234;impassable;0;0;
1423;3234;impassable;0;0;
1424;3234;impassable;0;0;
1425;3234;impassable;0;0;
1426;3234;impassable;0;0;
1427;3234;impassable;0;0;
1428;3234;impassable;0;0;
1429;3234;impassable;0;0;
1430;3234;impassable;0;0;
1431;3234;impassable;0;0;
1432;3234;impassable;0;0;
1433;3234;impassable;0;0;
1434;3234;impassable;0;0;
1435;3234;impassable;0;0;
1436;3234;impassable;0;0;
1437;3234;impassable;0;0;
1438;3234;impassable;0;0;
1439;3234;impassable;0;0;
1440;3234;impassable;0;0;
1441;3234;impassable;0;0;
1442;3234;impassable;0;0;
1443;3234;impassable;0;0;
1444;3234;impassable;0;0;
1445;3234;impassable;0;0;
1446;3234;impassable;0;0;
1447;3234;impassable;0;0;
1448;3234;impassable;0;0;
1449;3234;impassable;0;0;
1450;3234;impassable;0;0;
1451;3234;impassable;0;0;
1452;3234;impassable;0;0;
1453;3234;impassable;0;0;
1454;3234;impassable;0;0;
1455;3234;impassable;0;0;
1456;3234;impassable;0;0;
1457;3234;impassable;0;0;
1458;3234;impassable;0;0;
1459;3234;impassable;0;0;
1460;3234;impassable;0;0;
1461;3234;impassable;0;0;
1462;3234;impassable;0;0;
1463;3234;impassable;0;0;
1464;3234;impassable;0;0;
1465;3234;impassable;0;0;
1466;3234;impassable;0;0;
1467;3234;impassable;0;0;
1468;3234;impassable;0;0;
1469;3234;impassable;0;0;
1470;3234;impassable;0;0;
1471;3234;impassable;0;0;
1472;3234;impassable;0;0;
1473;3234;impassable;0;0;
1474;3234;impassable;0;0;
1475;3234;impassable;0;0;
1476;3234;impassable;0;0;
1477;3234;impassable;0;0;
1478;3234;impassable;0;0;
1479;3234;impassable;0;0;
1480;3234;impassable;0;0;
1481;3234;impassable;0;0;
1482;3234;impassable;0;0;
1483;3234;impassable;0;0;
1484;3234;impassable;0;0;
1485;3234;impassable;0;0;
1486;3234;impassable;0;0;
1487;3234;impassable;0;0;
1488;3234;impassable;0;0;
1489;3234;impassable;0;0;
1490;3234;impassable;0;0;
1491;3234;impassable;0;0;
1492;3234;impassable;0;0;
1493;3234;impassable;0;0;
1494;3234;impassable;0;0;
1495;3234;impassable;0;0;
1496;3234;impassable;0;0;
1497;3234;impassable;0;0;
1498;3234;impassable;0;0;
1499;3234;impassable;0;0;
1500;3234;impassable;0;0;
1501;3234;impassable;0;0;
1502;3234;impassable;0;0;
1503;3234;impassable;0;0;
1504;3234;impassable;0;0;
1505;3234;impassable;0;0;
1506;3234;impassable;0;0;
1507;3234;impassable;0;0;
1508;3234;impassable;0;0;
1509;3234;impassable;0;0;
1510;3234;impassable;0;0;
1511;3234;impassable;0;0;
1512;3234;impassable;0;0;
1513;3234;impassable;0;0;
1514;3234;impassable;0;0;
1515;3234;impassable;0;0;
1516;3234;impassable;0;0;
1517;3234;impassable;0;0;
1518;3234;impassable;0;0;
1519;3234;impassable;0;0;
1520;3234;impassable;0;0;
1521;3234;impassable;0;0;
1522;3234;impassable;0;0;
1523;3234;impassable;0;0;
1524;3234;impassable;0;0;
1525;3234;impassable;0;0;
1526;3234;impassable;0;0;
1527;3234;impassable;0;0;
1528;3234;impassable;0;0;
1529;3234;impassable;0;0;
1530;3234;impassable;0;0;
1531;3234;impassable;0;0;
1532;3234;impassable;0;0;
1533;3234;impassable;0;0;
1534;3234;impassable;0;0;
1535;3234;impassable;0;0;
1536;3234;impassable;0;0;
1537;3234;impassable;0;0;
1538;3234;impassable;0;0;
